lastName;firstName;birthDate;team-complete-name;team-official-name;role;id;wyId;country;birthCountry;teamId;nationalTeamId;foot;age
Hoban;Ovidiu Ştefan;1982-12-27;????;????;Midfielder;642;83953;Romania;Romania;11611;11944;right;37
Hong;Chul;1990-09-17;????;????;Defender;410;107413;Korea Republic;Korea Republic;14781;14855;left;29
Hoxha;Alban;1987-11-23;????;????;Goalkeeper;8;64698;Albania;Albania;8675;8731;right;32
Hristov;Petko;1999-03-01;????;????;Defender;100;372079;Bulgaria;Bulgaria;3182;9404;right;20
Hutvágner;Gergely;2000-07-01;????;????;Goalkeeper;348;507578;Hungary;Hungary;3710;null;left;19
Hwang;Hee-Chan;1996-01-26;????;????;Forward;410;349687;Korea Republic;Korea Republic;8743;14855;right;23
Hábers;Timo;1996-07-20;Hannover 96;Hannover 96;Defender;276;272435;Germany;Germany;2455;null;right;23
Hábner;Benjamin;1989-07-04;TSG 1899 Hoffenheim;Hoffenheim;Defender;276;15719;Germany;Germany;2482;null;left;30
Hábner;Florian;1991-03-01;Hannover 96;Hannover 96;Defender;276;18581;Germany;Germany;2455;null;right;28
Hánemeier;Uwe;1986-01-09;????;????;Defender;276;15301;Germany;Germany;2491;null;right;33
Ibrahim;Ahmed Fathy Abdel Meneim;1984-11-10;????;????;Defender;818;120156;Egypt;Egypt;16041;16129;right;35
Ideye Aide;Brown;1988-10-10;Málaga Club de Fútbol;Málaga;Forward;566;105616;Nigeria;Nigeria;683;null;right;31
Ielsch;Julien;1983-03-05;Amiens SC;Amiens SC;Defender;250;26055;France;France;3789;null;left;36
Ignashevich;Sergei;1979-07-14;????;????;Defender;643;101583;Russia;Russia;None;14358;right;40
Iloki;Jules;1992-01-14;????;????;Midfielder;178;217872;Congo;France;null;null;right;27
Iturraspe Derteano;Ander;1989-03-08;Athletic Club Bilbao;Athletic Club;Midfielder;724;3414;Spain;Spain;678;null;right;30
Ivanović;Branislav;1984-02-22;????;????;Defender;688;7891;Serbia;Serbia;13885;17322;right;35
Izco;Mariano Julio;1983-03-13;????;????;Midfielder;380;21078;Italy;Argentina;None;null;right;36
Ié;Edgar Miguel;1994-05-01;Lille OSC Métropole;Lille;Defender;620;70959;Portugal;Guinea-Bissau;3776;null;right;25
Jakupovic;Eldin;1984-10-02;Leicester City FC;Leicester City;Goalkeeper;756;93084;Switzerland;Bosnia-Herzegovina;1631;null;right;35
Jang;Hyun-Soo;1991-09-28;????;????;Defender;410;138633;Korea Republic;Korea Republic;12806;14855;right;28
Jedinak;Mile;1984-08-03;????;????;Midfielder;191;8410;Croatia;Australia;1614;8493;right;35
Ji;Dong-Won;1991-05-28;FC Augsburg;Augsburg;Forward;410;8537;Korea Republic;Korea Republic;2481;null;right;28
Johnson;Glen;1984-08-23;????;????;Defender;0;7957;England;England;null;null;right;35
Jouffre;Yann;1984-07-23;????;????;Midfielder;250;26033;France;France;None;null;left;35
Ju;Se-Jong;1990-10-30;????;????;Midfielder;410;209567;Korea Republic;Korea Republic;22034;14855;right;29
Juhász;Roland;1983-07-01;????;????;Defender;348;37724;Hungary;Hungary;10260;null;right;36
Juncà Reñé;David;1993-11-16;SD Eibar;Eibar;Defender;724;4780;Spain;Spain;701;null;left;26
Kabasele;Christian;1991-02-24;Watford FC;Watford;Defender;56;68085;Belgium;Congo DR;1644;5629;right;28
Kadlec;Michal;1984-12-13;????;????;Defender;203;14774;Czech Republic;Czech Republic;11327;null;left;35
Kanoute;Mamadou Yaye;1993-10-07;????;????;Forward;380;23124;Italy;Senegal;3198;null;right;26
Kapustka;Bartosz;1996-12-23;SC Freiburg;Freiburg;Midfielder;616;269189;Poland;Poland;2453;13876;right;23
Kasmirski;Filipe Luis;1985-08-09;Club Atlético de Madrid;Atlético Madrid;Defender;380;3434;Italy;Brazil;679;6380;left;34
Kačar;Gojko;1987-01-26;????;????;Midfielder;688;14900;Serbia;Serbia;None;null;right;32
Keane;Robbie;1980-07-08;????;????;Forward;372;8025;Ireland Republic;Ireland Republic;null;null;right;39
Kert Molberg;Alexander;1999-02-26;????;????;Defender;208;540613;Denmark;Denmark;39813;7714;right;20
Keșerá;Claudiu Andrei;1986-12-02;????;????;Forward;642;26270;Romania;Romania;9311;11944;left;33
Khalid;Driss;1999-02-07;????;????;Forward;504;437057;Morocco;France;3933;null;right;20
Khalifa;Saber;1986-10-14;????;????;Forward;788;26668;Tunisia;Tunisia;16701;null;right;33
Khalil;Ahmed ;1994-12-21;????;????;Midfielder;788;293128;Tunisia;Tunisia;16225;16276;right;25
Khanzadeh;Mohammad Reza;1991-05-11;????;????;Defender;364;79658;Iran;Iran;16442;10840;right;28
Khazri;Wahbi;1991-02-08;AS Saint-Étienne;Saint-Étienne;Midfielder;788;25776;Tunisia;France;3782;16276;right;28
Ki;Sung-Yeung;1989-01-24;Newcastle United FC;Newcastle United;Midfielder;410;61962;Korea Republic;Korea Republic;1613;14855;right;30
Kießling;Stefan;1984-01-25;????;????;Forward;276;14788;Germany;Germany;None;null;right;35
Kim;Jin-Hyeon;1987-07-06;????;????;Goalkeeper;410;94987;Korea Republic;Korea Republic;12811;14855;right;32
Kim;Seung-Gyu;1990-09-30;????;????;Goalkeeper;410;107523;Korea Republic;Korea Republic;12804;14855;right;29
Kim;Shin-Wook;1988-04-14;????;????;Forward;410;107548;Korea Republic;Korea Republic;14776;14855;right;31
Kim;Young-Gwon;1990-02-27;????;????;Defender;410;95200;Korea Republic;Korea Republic;58945;14855;left;29
Kim;Min-Woo;1990-02-25;????;????;Midfielder;410;95299;Korea Republic;Korea Republic;14777;14855;left;29
Király;Gábor;1976-04-01;????;????;Goalkeeper;348;15206;Hungary;Hungary;10193;null;right;43
Klánter;Lukas;1996-05-26;1. FC Köln;Köln;Defender;276;272338;Germany;Germany;2463;null;right;23
Kokorin;Aleksandr;1991-03-19;????;????;Forward;643;101705;Russia;Russia;13885;null;right;28
Konate;Pa Momodou;1994-04-25;Società Polisportiva Ars et Labor 2013;SPAL;Defender;324;50807;Guinea;Sweden;3204;null;left;25
Koo;Ja-Cheol;1989-02-27;FC Augsburg;Augsburg;Midfielder;410;15781;Korea Republic;Korea Republic;2481;14855;right;30
Kouakou Yao;Christian;1991-03-01;Stade Malherbe Caen;Caen;Forward;384;131321;Côte d'Ivoire;Côte d'Ivoire;3783;null;right;28
Krapikas;Titas;1999-01-03;????;????;Goalkeeper;440;352868;Lithuania;Lithuania;3710;null;right;20
Kristinsson;Ögmundur;1989-06-19;????;????;Goalkeeper;352;206994;Iceland;Iceland;26;null;right;30
Kulusevski;Dejan;2000-04-25;????;????;Forward;807;472363;Macedonia FYR;Sweden;3715;7051;left;19
Kurtič;Jasmin;1989-01-10;Società Polisportiva Ars et Labor 2013;SPAL;Midfielder;705;21620;Slovenia;Slovenia;3204;12046;right;30
Kusič;Filip;1996-06-03;????;????;Defender;276;382289;Germany;Germany;2468;null;right;23
Kwon;Chang-Hoon;1994-06-30;Dijon FCO;Dijon;Midfielder;410;256084;Korea Republic;Korea Republic;3804;null;left;25
Kábler;Lukas;1992-08-30;SC Freiburg;Freiburg;Defender;276;18670;Germany;Germany;2453;null;right;27
Källström;Kim;1982-08-24;????;????;Midfielder;752;25408;Sweden;Sweden;None;null;left;37
Labeau;Brighton;1996-01-01;????;????;Forward;250;331913;France;France;4059;null;right;23
Ladinetti;Riccardo;2000-12-20;????;????;Midfielder;380;546357;Italy;Italy;3700;null;right;19
Lafata;David;1981-09-18;????;????;Forward;203;82684;Czech Republic;Czech Republic;null;null;right;38
Laner;Simon;1984-01-28;????;????;Midfielder;380;21228;Italy;Italy;None;null;right;35
Larangeira;Danilo;1984-05-10;Udinese Calcio;Udinese;Defender;380;20583;Italy;Brazil;3163;null;right;35
Latella;Francesco;2000-01-27;????;????;Goalkeeper;380;544095;Italy;Italy;3731;null;right;19
Latte Lath;Emmanuel Delan Junior;1999-01-02;????;????;Forward;384;448332;Côte d'Ivoire;Côte d'Ivoire;3209;null;right;20
Laveran Lima Ferreira;Kléper;1983-02-26;????;????;Defender;620;3305;Portugal;Brazil;4489;9905;right;36
Le Joncour;Florian;1995-02-03;Stade Malherbe Caen;Caen;Defender;250;328021;France;France;3783;null;left;24
Lea Siliki;James Edward;1996-06-12;Stade Rennais FC;Rennes;Midfielder;120;325781;Cameroon;France;3774;null;left;23
Leborgne;Jordan;1995-09-29;????;????;Midfielder;250;258408;France;Guadeloupe;null;null;right;24
Lempereur;Dylan;1998-10-24;????;????;Defender;250;487983;France;France;3919;null;;21
León Limones;Sergio;1989-01-06;Real Betis Balompié;Real Betis;Forward;724;5268;Spain;Spain;684;null;right;30
Lila;Andi;1986-02-12;????;????;Midfielder;8;93339;Albania;Albania;12537;8731;right;33
Lizak;Marcel Julian;1996-07-15;Girona FC;Girona;Goalkeeper;616;508686;Poland;Poland;756;null;;23
Lizoáin Cruz;Raúl;1991-01-27;UD Las Palmas;Las Palmas;Goalkeeper;724;4350;Spain;Spain;714;null;left;28
Lobonț;Bogdan Ionuț;1978-01-18;????;????;Goalkeeper;642;20426;Romania;Romania;None;null;right;41
Lodygin;Yuri;1990-05-26;????;????;Goalkeeper;300;93028;Greece;Russia;13885;null;right;29
Lomba Neto;Pedro;2000-03-09;SS Lazio;Lazio;Forward;620;496823;Portugal;Portugal;3162;9911;left;19
Loria;Leonardo;1999-03-28;????;????;Goalkeeper;380;443962;Italy;Italy;26540;null;right;20
Lulić;Senad;1986-01-18;SS Lazio;Lazio;Midfielder;756;20561;Switzerland;Bosnia-Herzegovina;3162;10001;right;33
Lumeka;Levi;1998-09-05;????;????;Forward;180;531655;Congo DR;England;1690;null;right;21
Luz Sanches;Renato Júnior;1997-08-18;FC Bayern Mánchen;Bayern Mánchen;Midfielder;678;258162;São Tomé e Príncipe;Portugal;2444;9905;right;22
M'baye;Ibrahima;1994-11-19;Bologna FC 1909;Bologna;Defender;686;22377;Senegal;Senegal;3166;null;right;25
MacLaren;Jamie;1993-07-29;????;????;Forward;0;266442;Scotland;Australia;8514;8493;right;26
Macalou;Makan;1996-02-07;????;????;Forward;250;265128;France;France;3865;null;right;23
Macedo Lopes;Éderzito António;1987-12-22;????;????;Forward;620;70410;Portugal;Guinea-Bissau;13887;null;right;32
Mallo Novegil;Hugo;1991-06-22;Real Club Celta de Vigo;Celta de Vigo;Defender;724;3827;Spain;Spain;692;null;right;28
Mallı;Yunus;1992-02-24;VfL Wolfsburg;Wolfsburg;Midfielder;792;15191;Turkey;Germany;2451;4687;right;27
Mamaev;Pavel;1988-09-17;????;????;Midfielder;643;101596;Russia;Russia;14072;null;right;31
Mangane;Abdou Kader;1983-03-23;????;????;Defender;250;25641;France;Senegal;None;null;right;36
Manojlović;Filip;1996-04-25;Getafe Club de Fútbol;Getafe;Goalkeeper;688;363560;Serbia;Serbia;698;32344;right;23
Marchisio;Claudio;1986-01-19;????;????;Midfielder;380;20470;Italy;Italy;None;3757;right;33
Marcucci;Andrea;1999-02-07;????;????;Midfielder;380;347019;Italy;Italy;31889;3764;right;20
Marković;Luka;2000-02-19;????;????;Forward;688;362013;Serbia;Serbia;26540;null;right;19
Marques Loureiro;Allan;1991-01-08;SSC Napoli;Napoli;Midfielder;620;40726;Portugal;Brazil;3187;null;right;28
Marson;Leonardo;1998-01-05;????;????;Goalkeeper;380;392384;Italy;Italy;3304;null;left;21
Martí Salvador;Roger;1991-01-03;Levante UD;Levante;Forward;724;3937;Spain;Spain;695;null;right;28
Mathlouthi;Aymen;1984-09-14;????;????;Goalkeeper;788;120898;Tunisia;Tunisia;16225;null;right;35
Mavraj;Mërgim;1986-06-09;????;????;Defender;8;15449;Albania;Germany;None;null;left;33
Mazaheri;Mohammad Rashid;1989-05-18;????;????;Goalkeeper;364;79038;Iran;Iran;10770;10840;right;30
Maziz;Youssef;1998-06-24;????;????;Midfielder;504;394009;Morocco;France;3854;null;right;21
Maâloul;Ali;1990-01-01;????;????;Defender;788;120839;Tunisia;Tunisia;16041;null;left;29
Mbaé;Safwan;1997-04-20;????;????;Defender;250;331914;France;France;1162;null;right;22
Mboumbouni;Dylan;1996-02-20;????;????;Defender;140;256933;Central African Republic;France;3917;19610;right;23
Meier;Alexander;1983-01-17;????;????;Forward;276;15254;Germany;Germany;None;null;right;36
Melbourne;Max;1998-10-24;????;????;Defender;0;447252;England;England;8519;null;;21
Merino Zuloaga;Sabin;1992-01-04;Athletic Club Bilbao;Athletic Club;Forward;724;167119;Spain;Spain;678;null;right;27
Mertesacker;Per;1984-09-29;????;????;Defender;276;7856;Germany;Germany;null;null;right;35
Mesa Quevedo;Roque;1989-06-07;Sevilla FC;Sevilla;Midfielder;724;4365;Spain;Spain;680;null;right;30
Mesa Travieso;Alexander;1995-02-05;????;????;Forward;724;293857;Spain;Spain;707;null;right;24
Miceli;Alessio;1999-08-31;????;????;Midfielder;380;423597;Italy;Italy;3535;null;right;20
Milić;Hrvoje;1989-05-10;????;????;Defender;191;69874;Croatia;Croatia;None;null;left;30
Miličević;Danijel;1986-01-05;FC Metz;Metz;Midfielder;70;37796;Bosnia-Herzegovina;Switzerland;3777;10001;right;33
Mirallas;Kevin;1987-10-05;????;????;Midfielder;724;92922;Spain;Belgium;12509;null;right;32
Moisander;Niklas;1985-09-29;SV Werder Bremen;Werder Bremen;Defender;246;77;Finland;Finland;2443;4849;left;34
Molina Vidal;Jorge;1982-04-22;Getafe Club de Fútbol;Getafe;Forward;724;3605;Spain;Spain;698;null;right;37
Molumby;Jayson;1999-08-06;????;????;Midfielder;372;399579;Ireland Republic;Ireland Republic;39806;null;right;20
Monreal Eraso;Ignacio;1986-02-26;Arsenal FC;Arsenal;Defender;724;3560;Spain;Spain;1609;1598;left;33
Montazeri;Pejman;1983-09-06;????;????;Defender;364;79115;Iran;Iran;10767;10840;right;36
Montolivo;Riccardo;1985-01-18;AC Milan;Milan;Midfielder;276;20943;Germany;Italy;3157;null;right;34
Moon;Seon-Min;1992-06-09;????;????;Midfielder;410;51625;Korea Republic;Korea Republic;14779;14855;right;27
Mooy;Aaron;1990-09-15;Huddersfield Town FC;Huddersfield Town;Midfielder;528;62389;Netherlands;Australia;1673;8493;right;29
Mora Sánchez;Sergio;1979-08-30;????;????;Midfielder;724;4593;Spain;Spain;None;null;right;40
Moreira Marinho;David Luiz;1987-04-22;Chelsea FC;Chelsea;Defender;620;7892;Portugal;Brazil;1610;null;right;32
Moyà Rumbo;Miguel Ángel;1984-04-02;Real Sociedad de Fútbol;Real Sociedad;Goalkeeper;724;3994;Spain;Spain;687;null;right;35
Moți;Cosmin Iosif;1984-12-03;????;????;Defender;642;83546;Romania;Romania;9311;11944;right;35
Muntari;Sulley Ali;1984-08-27;????;????;Midfielder;288;20410;Ghana;Ghana;None;null;left;35
Muto;Yoshinori;1992-07-15;Newcastle United FC;Newcastle United;Forward;392;94764;Japan;Japan;1613;12913;right;27
Mutton;Cristian;1999-01-06;????;????;Forward;380;411313;Italy;Italy;26379;null;right;20
Máller;Florian;1997-11-13;1. FSV Mainz 05;Mainz 05;Goalkeeper;276;337647;Germany;Germany;2460;null;left;22
Máller;Thomas;1989-09-13;FC Bayern Mánchen;Bayern Mánchen;Forward;276;14732;Germany;Germany;2444;3148;right;30
Máller;Nicolai;1987-09-25;Hamburger SV;Hamburger SV;Midfielder;276;15192;Germany;Germany;2450;null;right;32
Máller;Sven ;1996-02-16;1. FC Köln;Köln;Goalkeeper;276;228624;Germany;Germany;2463;null;right;23
Márquez Álvarez;Rafael;1979-02-13;????;????;Defender;724;59003;Spain;Mexico;null;null;right;40
Mățel;Alexandru;1989-10-17;????;????;Defender;642;83972;Romania;Romania;9417;null;right;30
N'Dour;Abdallah;1993-12-20;RC Strasbourg Alsace;Strasbourg;Defender;686;209095;Senegal;Senegal;3779;null;left;26
N'Gbakoto;Yeni Atito;1992-01-23;En Avant Guingamp;Guingamp;Forward;180;25741;Congo DR;France;3785;18538;right;27
N'Gosso Massouma;Guy Adolphe;1985-01-11;????;????;Midfielder;120;26414;Cameroon;Cameroon;None;null;right;34
N'Jie;Clinton Mua;1993-08-15;Olympique de Marseille;Olympique Marseille;Forward;120;28123;Cameroon;Cameroon;3771;null;right;26
N'Koudou Mbida;Georges-Kevin;1995-02-13;Tottenham Hotspur FC;Tottenham Hotspur;Forward;120;270828;Cameroon;France;1624;null;right;24
N'Koulou;Nicolas;1990-03-27;Torino FC;Torino;Defender;120;25558;Cameroon;Cameroon;3185;null;right;29
N'Zonzi;Steven N'Kemboanza Mike Christopher;1988-12-15;AS Roma;Roma;Midfielder;180;8200;Congo DR;France;3158;4418;right;31
Nagguez;Hamdi ;1992-10-28;????;????;Defender;788;293080;Tunisia;Tunisia;16054;16276;right;27
Nakoulma;Préjuce Niguimbé;1987-04-21;????;????;Forward;854;99453;Burkina Faso;Burkina Faso;None;null;right;32
Navarro Ceciliano;Marc;1995-07-02;Reial Club Deportiu Espanyol;Espanyol;Defender;724;341751;Spain;Spain;691;null;right;24
Navarro Mazuelos;Rafael Jesús;1994-02-23;Real Betis Balompié;Real Betis;Defender;724;247212;Spain;Spain;684;null;right;25
Navarro i Corbacho;Fernando;1982-06-25;????;????;Defender;724;3465;Spain;Spain;None;null;left;37
Nchekwube Obinna;John Michael;1987-04-22;????;????;Midfielder;566;7898;Nigeria;Nigeria;9132;16823;right;32
Ndong;Didier ;1994-06-17;????;????;Midfielder;266;242492;Gabon;Gabon;null;null;right;25
Ndreu;Luis;1999-05-20;????;????;Midfielder;8;540634;Albania;Albania;3724;null;right;20
Nemec;Adam;1985-09-02;????;????;Forward;703;16435;Slovakia;Slovakia;34760;14496;left;34
Nkololo;Michaël Jordan;1992-11-09;Stade Malherbe Caen;Caen;Midfielder;180;209211;Congo DR;France;3783;18538;right;27
Nogueira;Vincent;1988-01-16;RC Strasbourg Alsace;Strasbourg;Midfielder;620;25467;Portugal;France;3779;null;right;31
Novota;Ján;1983-11-29;????;????;Goalkeeper;703;64985;Slovakia;Slovakia;None;null;right;36
Nunes Jesus;Juan Guilherme;1991-06-10;AS Roma;Roma;Defender;76;20518;Brazil;Brazil;3158;null;left;28
Nunes Vezo;Rúben Miguel;1994-04-25;Valencia Club de Fútbol;Valencia;Defender;132;211853;Cape Verde Islands;Portugal;674;null;right;25
Nunes do Nascimento;Robert Kenedy;1996-02-08;Newcastle United FC;Newcastle United;Midfielder;76;254898;Brazil;Brazil;1613;null;left;23
Nábel;Alexander;1996-09-30;FC Schalke 04;Schalke 04;Goalkeeper;276;333477;Germany;Germany;2449;3155;right;23
Ogu;John Ogochukwu;1988-04-20;????;????;Midfielder;566;70292;Nigeria;Nigeria;13271;16823;left;31
Oh;Ban-Suk;1988-05-20;????;????;Defender;410;107651;Korea Republic;Korea Republic;16932;14855;right;31
Okotie;Rubin Rafael;1987-06-06;????;????;Forward;40;65064;Austria;Pakistan;5280;null;both;32
One Esteve;Aldo;1996-01-05;????;????;Defender;120;247150;Cameroon;Spain;859;null;left;23
Oprut;Raul Marian;1998-01-04;????;????;Defender;642;503199;Romania;Romania;60557;null;left;21
Othon;Quentin;1988-03-27;RC Strasbourg Alsace;Strasbourg;Midfielder;474;26200;Martinique;France;3779;null;left;31
Ovalle Victoria;Luis Carlos;1988-09-07;????;????;Defender;591;131862;Panama;Panama;17924;17929;left;31
Palladino;Raffaele;1984-04-17;????;????;Forward;380;20506;Italy;Italy;null;null;right;35
Pantovic;Milos;1996-07-07;????;????;Forward;688;272285;Serbia;Serbia;2448;null;right;23
Papastathopoulos;Sokratis;1988-06-09;BV Borussia 09 Dortmund;Borussia Dortmund;Defender;300;14687;Greece;Greece;2447;12678;right;31
Pareja;Nicolás Martín;1984-01-19;Sevilla FC;Sevilla;Defender;380;101649;Italy;Argentina;680;null;right;35
Park;Joo-Ho;1987-01-16;????;????;Defender;410;49862;Korea Republic;Korea Republic;14773;14855;left;32
Pavlovic;Daniel;1988-04-22;FC Crotone;Crotone;Defender;70;49979;Bosnia-Herzegovina;Switzerland;3197;null;left;31
Pavoni;Flippo;1999-08-08;????;????;Goalkeeper;380;499834;Italy;Italy;3221;null;right;20
Peli;Lorenzo;2000-01-24;????;????;Forward;380;422570;Italy;Italy;3715;27928;right;19
Pellè;Graziano;1985-07-15;????;????;Forward;380;20628;Italy;Italy;9135;null;right;34
Pelmard;Andy;2000-03-12;????;????;Defender;250;497354;France;France;3902;33157;right;19
Pemberton Bernard;Patrick Alberto;1982-04-24;????;????;Goalkeeper;188;125282;Costa Rica;Costa Rica;16835;16871;right;37
Peugnet;Vincent;1998-02-05;????;????;Defender;250;454268;France;France;3919;null;;21
Pezzini Leiva;Lucas ;1987-01-09;SS Lazio;Lazio;Midfielder;380;7965;Italy;Brazil;3162;null;right;32
Pečovský;Viktor;1983-05-24;????;????;Midfielder;703;104867;Slovakia;Slovakia;14368;null;right;36
Pintilii;Mihai Doru;1984-11-09;????;????;Midfielder;642;83824;Romania;Romania;11565;null;right;35
Pinto;Vincenzo;2000-10-31;????;????;Forward;380;486945;Italy;Italy;24101;null;right;19
Pintér;Ádám;1988-06-12;????;????;Midfielder;348;3725;Hungary;Hungary;10186;null;right;31
Pionnier;Laurent;1982-05-24;????;????;Goalkeeper;250;25986;France;France;None;null;right;37
Pires da Fonseca;Rolando Jorge;1985-08-31;Olympique de Marseille;Olympique Marseille;Defender;620;70088;Portugal;Cape Verde Islands;3771;null;right;34
Pizzignacco;Samuel;2001-09-01;????;????;Goalkeeper;380;531691;Italy;Italy;3724;null;right;18
Planas Antolínez;Carles;1991-03-04;Girona FC;Girona;Defender;724;4789;Spain;Spain;756;null;left;28
Plattenhardt;Marvin;1992-01-26;Hertha BSC;Hertha BSC;Defender;276;15125;Germany;Germany;2457;3148;left;27
Pléa;Alassane;1993-03-10;O.G.C. Nice Côte d'Azur;Nice;Forward;466;25410;Mali;France;3775;null;right;26
Pogba;Florentin;1990-08-19;????;????;Defender;250;26085;France;Guinea;None;null;left;29
Polanski;Eugen;1986-03-17;????;????;Midfielder;276;15193;Germany;Poland;None;null;right;33
Pollet;Valère;1997-06-27;Lille OSC Métropole;Lille;Midfielder;250;436250;France;France;3776;null;;22
Popa;Adrian;1988-08-16;????;????;Midfielder;642;84017;Romania;Romania;1637;null;right;31
Poveda Romera;Darío;1997-03-13;????;????;Forward;724;400564;Spain;Spain;734;null;right;22
Prepeliță;Andrei;1985-12-08;????;????;Midfielder;642;83591;Romania;Romania;11666;null;right;34
Prieto Argarate;Xabier;1983-08-29;????;????;Midfielder;724;3678;Spain;Spain;None;null;right;36
Priskin;Tamás ;1986-06-27;????;????;Forward;348;102382;Hungary;Slovakia;10193;null;right;33
Quina;Domingos;1999-11-18;Watford FC;Watford;Midfielder;620;399653;Portugal;Guinea-Bissau;1644;9911;right;20
Quissanga;Bartolomeu Jacinto;1991-03-27;SS Lazio;Lazio;Defender;24;208865;Angola;Angola;3162;null;right;28
Raba Antolí;Daniel;1995-10-29;Villarreal Club de Fútbol;Villarreal;Midfielder;724;412897;Spain;Spain;682;null;left;24
Rajković;Predrag;1995-10-31;????;????;Goalkeeper;688;140064;Serbia;Serbia;13270;17322;right;24
Rakip;Erdal;1996-02-13;????;????;Midfielder;807;258141;Macedonia FYR;Sweden;9707;7054;right;23
Rakitskiy;Yaroslav;1989-08-03;????;????;Defender;804;105329;Ukraine;Ukraine;14504;14622;left;30
Rangel Cionek;Thiago;1986-04-21;Società Polisportiva Ars et Labor 2013;SPAL;Defender;616;99661;Poland;Brazil;3204;13869;right;33
Rangel Zaragoza;Àngel;1982-10-28;????;????;Defender;724;77541;Spain;Spain;1650;null;right;37
Ranieri Guimarães Cordeiro;Sandro ;1989-03-15;Benevento Calcio;Benevento;Midfielder;620;8291;Portugal;Brazil;3219;null;right;30
Ravaglia;Federico;1999-11-11;????;????;Goalkeeper;380;471286;Italy;Italy;3282;null;right;20
Raț;Răzvan Dincă;1981-05-26;????;????;Defender;642;105330;Romania;Romania;null;null;left;38
Regis Crespí;Francesc;1996-09-30;????;????;Forward;724;390613;Spain;Spain;936;null;right;23
Regufe Alves;Bruno Eduardo;1981-11-27;????;????;Defender;76;101558;Brazil;Portugal;3160;9905;right;38
Reina Páez;José Manuel ;1982-08-31;AC Milan;Milan;Goalkeeper;724;7949;Spain;Spain;3157;1598;right;37
Reine-Adelaide;Jeff;1998-01-17;Angers SCO;Angers;Midfielder;250;366542;France;France;3799;4426;right;21
Remeseiro Salgueiro;David;1994-07-06;Levante UD;Levante;Midfielder;724;247220;Spain;Spain;695;null;right;25
Rempp;Bastien;1998-11-11;????;????;Goalkeeper;250;482153;France;France;3934;null;;21
Resurrección Merodio;Jorge;1992-01-08;Club Atlético de Madrid;Atlético Madrid;Midfielder;724;3443;Spain;Spain;679;1598;right;27
Rexhbecaj;Elvis;1997-11-01;VfL Wolfsburg;Wolfsburg;Midfielder;276;337903;Germany;Albania;2451;null;left;22
Ribeiro Dias;Carlos Miguel;1993-02-26;????;????;Midfielder;620;135937;Portugal;Portugal;13505;null;right;26
Ribelin;Anthony;1996-04-08;????;????;Midfielder;250;302908;France;France;3899;null;right;23
Riccardi;Alessio;2001-04-03;????;????;Midfielder;380;529551;Italy;Italy;31889;3761;right;18
Rico Salguero;Diego;1993-02-23;CD Leganés;Leganés;Defender;724;169002;Spain;Spain;712;null;left;26
Rivoira;Leonardo;1998-02-03;????;????;Defender;380;410024;Italy;Italy;null;null;right;21
Robert;Samuel;1998-01-12;????;????;Forward;250;436254;France;France;4062;null;;21
Roca Junqué;Marc;1996-11-26;Reial Club Deportiu Espanyol;Espanyol;Midfielder;724;341752;Spain;Spain;691;null;left;23
Rocha Santos;Kenny;2000-01-03;????;????;Midfielder;132;453631;Cape Verde Islands;Cape Verde Islands;3930;19166;right;19
Rodić;Milan;1991-04-02;????;????;Defender;688;127560;Serbia;Bosnia-Herzegovina;17090;17322;left;28
Román Triguero;Roberto;1985-07-11;CD Leganés;Leganés;Defender;724;4326;Spain;Spain;712;null;right;34
Rosa;Fernando Luiz;1985-05-04;Manchester City FC;Manchester City;Midfielder;76;105339;Brazil;Brazil;1625;6380;right;34
Roshi;Odise;1991-05-22;????;????;Midfielder;8;15285;Albania;Albania;13898;null;right;28
Rosi;Aleandro;1987-05-17;????;????;Defender;380;20434;Italy;Italy;None;null;right;32
Rosický;Tomáš ;1980-10-04;????;????;Midfielder;203;7871;Czech Republic;Czech Republic;null;null;right;39
Rossi;Giuseppe;1987-02-01;????;????;Forward;380;3548;Italy;United States;None;null;left;32
Rotan;Ruslan;1981-10-29;????;????;Midfielder;804;105371;Ukraine;Ukraine;null;null;right;38
Rudņevs;Artjoms;1988-01-13;????;????;Forward;643;99425;Russia;Latvia;None;null;left;31
Rukavina;Antonio;1984-01-26;????;????;Defender;688;15214;Serbia;Serbia;11042;17322;right;35
Rutjens;Oliva Christian;1998-01-05;????;????;Defender;724;485464;Spain;Spain;3465;null;right;21
Rádiger;Antonio;1993-03-03;Chelsea FC;Chelsea;Defender;694;14748;Sierra Leone;Germany;1610;3148;right;26
Ráfli;Vincent;1988-01-22;Dijon FCO;Dijon;Defender;756;49921;Switzerland;Switzerland;3804;null;right;31
Rémy;Loïc;1987-01-02;Getafe Club de Fútbol;Getafe;Forward;474;25577;Martinique;France;698;null;right;32
Saborit Teixidor;Enric;1992-04-27;Athletic Club Bilbao;Athletic Club;Defender;724;3408;Spain;Spain;678;null;left;27
Sadzoute;Scotty;1998-04-29;????;????;Forward;250;506850;France;France;3915;null;;21
Safar Beiranvand;Alireza;1992-09-21;????;????;Goalkeeper;364;238031;Iran;Iran;10771;10840;right;27
Sahin-Radlinger;Samuel;1992-11-07;????;????;Goalkeeper;40;15031;Austria;Austria;7095;null;right;27
